Identifiant PRM;Type de donnees;Date de debut;Date de fin;Grandeur physique;Grandeur metier;Etape metier;Unite;Pas en minutes
07586251793436;Courbe de charge;16/07/2017;16/07/2019;Energie active;Consommation;Comptage Brut;W;
Horodate;Valeur
2019-02-11T23:00:00+01:00;1528
2019-02-12T00:00:00+01:00;343
2019-02-12T00:00:00+01:00;343
2019-02-12T01:00:00+01:00;176
2019-02-12T01:00:00+01:00;176
2019-02-12T02:00:00+01:00;246
2019-02-12T02:00:00+01:00;246
2019-02-12T03:00:00+01:00;181
2019-02-12T03:00:00+01:00;181
2019-02-12T04:00:00+01:00;195
2019-02-12T04:00:00+01:00;195
2019-02-12T05:00:00+01:00;239
2019-02-12T05:00:00+01:00;239
2019-02-12T06:00:00+01:00;95
2019-02-12T06:00:00+01:00;95
2019-02-12T07:00:00+01:00;166
2019-02-12T07:00:00+01:00;166
2019-02-12T08:00:00+01:00;1104
2019-02-12T08:00:00+01:00;1104
2019-02-12T09:00:00+01:00;1573
2019-02-12T09:00:00+01:00;1573
2019-02-12T10:00:00+01:00;1415
2019-02-12T10:00:00+01:00;1415
2019-02-12T11:00:00+01:00;645
2019-02-12T11:00:00+01:00;645
2019-02-12T12:00:00+01:00;90
2019-02-12T12:00:00+01:00;90
2019-02-12T13:00:00+01:00;110
2019-02-12T13:00:00+01:00;110
2019-02-12T14:00:00+01:00;34
2019-02-12T14:00:00+01:00;34
2019-02-12T15:00:00+01:00;130
2019-02-12T15:00:00+01:00;130
2019-02-12T16:00:00+01:00;69
2019-02-12T16:00:00+01:00;69
2019-02-12T17:00:00+01:00;76
2019-02-12T17:00:00+01:00;76
2019-02-12T18:00:00+01:00;118
2019-02-12T18:00:00+01:00;118
2019-02-12T19:00:00+01:00;34
2019-02-12T19:00:00+01:00;34
2019-02-12T20:00:00+01:00;847
2019-02-12T20:00:00+01:00;847
2019-02-12T21:00:00+01:00;113
2019-02-12T21:00:00+01:00;113
2019-02-12T22:00:00+01:00;40
2019-02-12T22:00:00+01:00;40
2019-02-12T23:00:00+01:00;126
2019-02-12T23:00:00+01:00;126
2019-02-13T00:00:00+01:00;868
2019-02-13T00:00:00+01:00;868
2019-02-13T01:00:00+01:00;1051
2019-02-13T01:00:00+01:00;1051
2019-02-13T02:00:00+01:00;132
2019-02-13T02:00:00+01:00;132
2019-02-13T03:00:00+01:00;130
2019-02-13T03:00:00+01:00;130
2019-02-13T04:00:00+01:00;104
2019-02-13T04:00:00+01:00;104
2019-02-13T05:00:00+01:00;44
2019-02-13T05:00:00+01:00;44
2019-02-13T06:00:00+01:00;126
2019-02-13T06:00:00+01:00;126
2019-02-13T07:00:00+01:00;85
2019-02-13T07:00:00+01:00;85
2019-02-13T08:00:00+01:00;254
2019-02-13T08:00:00+01:00;254
2019-02-13T09:00:00+01:00;461
2019-02-13T09:00:00+01:00;461
2019-02-13T10:00:00+01:00;51
2019-02-13T10:00:00+01:00;51
2019-02-13T11:00:00+01:00;92
2019-02-13T11:00:00+01:00;92
2019-02-13T12:00:00+01:00;113
2019-02-13T12:00:00+01:00;113
2019-02-13T13:00:00+01:00;34
2019-02-13T13:00:00+01:00;34
2019-02-13T14:00:00+01:00;121
2019-02-13T14:00:00+01:00;121
2019-02-13T15:00:00+01:00;82
2019-02-13T15:00:00+01:00;82
2019-02-13T16:00:00+01:00;59
2019-02-13T16:00:00+01:00;59
2019-02-13T17:00:00+01:00;124
2019-02-13T17:00:00+01:00;124
2019-02-13T18:00:00+01:00;44
2019-02-13T18:00:00+01:00;44
2019-02-13T19:00:00+01:00;97
2019-02-13T19:00:00+01:00;97
2019-02-13T20:00:00+01:00;103
2019-02-13T20:00:00+01:00;103
2019-02-13T21:00:00+01:00;33
2019-02-13T21:00:00+01:00;33
2019-02-13T22:00:00+01:00;125
2019-02-13T22:00:00+01:00;125
2019-02-13T23:00:00+01:00;72
2019-02-13T23:00:00+01:00;72
2019-02-14T00:00:00+01:00;207
2019-02-14T00:00:00+01:00;207
2019-02-14T01:00:00+01:00;260
2019-02-14T01:00:00+01:00;260
2019-02-14T02:00:00+01:00;177
2019-02-14T02:00:00+01:00;177
2019-02-14T03:00:00+01:00;332
2019-02-14T03:00:00+01:00;332
2019-02-14T04:00:00+01:00;220
2019-02-14T04:00:00+01:00;220
2019-02-14T05:00:00+01:00;33
2019-02-14T05:00:00+01:00;33
2019-02-14T06:00:00+01:00;229
2019-02-14T06:00:00+01:00;229
2019-02-14T07:00:00+01:00;191
2019-02-14T07:00:00+01:00;191
2019-02-14T08:00:00+01:00;822
2019-02-14T08:00:00+01:00;822
2019-02-14T09:00:00+01:00;680
2019-02-14T09:00:00+01:00;680
2019-02-14T10:00:00+01:00;1287
2019-02-14T10:00:00+01:00;1287
2019-02-14T11:00:00+01:00;1141
2019-02-14T11:00:00+01:00;1141
2019-02-14T12:00:00+01:00;124
2019-02-14T12:00:00+01:00;124
2019-02-14T13:00:00+01:00;34
2019-02-14T13:00:00+01:00;34
2019-02-14T14:00:00+01:00;111
2019-02-14T14:00:00+01:00;111
2019-02-14T15:00:00+01:00;85
2019-02-14T15:00:00+01:00;85
2019-02-14T16:00:00+01:00;60
2019-02-14T16:00:00+01:00;60
2019-02-14T17:00:00+01:00;126
2019-02-14T17:00:00+01:00;126
2019-02-14T18:00:00+01:00;46
2019-02-14T18:00:00+01:00;46
2019-02-14T19:00:00+01:00;96
2019-02-14T19:00:00+01:00;96
2019-02-14T20:00:00+01:00;728
2019-02-14T20:00:00+01:00;728
2019-02-14T21:00:00+01:00;2532
2019-02-14T21:00:00+01:00;2532
2019-02-14T22:00:00+01:00;1978
2019-02-14T22:00:00+01:00;1978
2019-02-14T23:00:00+01:00;1786
2019-02-14T23:00:00+01:00;1786
2019-02-15T00:00:00+01:00;1852
2019-02-15T00:00:00+01:00;1852
2019-02-15T01:00:00+01:00;1835
2019-02-15T01:00:00+01:00;1835
2019-02-15T02:00:00+01:00;1139
2019-02-15T02:00:00+01:00;1139
2019-02-15T03:00:00+01:00;134
2019-02-15T03:00:00+01:00;134
2019-02-15T04:00:00+01:00;56
2019-02-15T04:00:00+01:00;56
2019-02-15T05:00:00+01:00;101
2019-02-15T05:00:00+01:00;101
2019-02-15T06:00:00+01:00;100
2019-02-15T06:00:00+01:00;100
2019-02-15T07:00:00+01:00;55
2019-02-15T07:00:00+01:00;55
2019-02-15T08:00:00+01:00;723
2019-02-15T08:00:00+01:00;723
2019-02-15T09:00:00+01:00;401
2019-02-15T09:00:00+01:00;401
2019-02-15T10:00:00+01:00;2041
2019-02-15T10:00:00+01:00;2041
2019-02-15T11:00:00+01:00;773
2019-02-15T11:00:00+01:00;773
2019-02-15T12:00:00+01:00;47
2019-02-15T12:00:00+01:00;47
2019-02-15T13:00:00+01:00;128
2019-02-15T13:00:00+01:00;128
2019-02-15T14:00:00+01:00;56
2019-02-15T14:00:00+01:00;56
2019-02-15T15:00:00+01:00;111
2019-02-15T15:00:00+01:00;111
2019-02-15T16:00:00+01:00;854
2019-02-15T16:00:00+01:00;854
2019-02-15T17:00:00+01:00;1359
2019-02-15T17:00:00+01:00;1359
2019-02-15T18:00:00+01:00;443
2019-02-15T18:00:00+01:00;443
2019-02-15T19:00:00+01:00;59
2019-02-15T19:00:00+01:00;59
2019-02-15T20:00:00+01:00;365
2019-02-15T20:00:00+01:00;365
2019-02-15T21:00:00+01:00;973
2019-02-15T21:00:00+01:00;973
2019-02-15T22:00:00+01:00;894
2019-02-15T22:00:00+01:00;894
2019-02-15T23:00:00+01:00;868
2019-02-15T23:00:00+01:00;868
2019-02-16T00:00:00+01:00;602
2019-02-16T00:00:00+01:00;602
2019-02-16T01:00:00+01:00;165
2019-02-16T01:00:00+01:00;165
2019-02-16T02:00:00+01:00;179
2019-02-16T02:00:00+01:00;179
2019-02-16T03:00:00+01:00;146
2019-02-16T03:00:00+01:00;146
2019-02-16T04:00:00+01:00;184
2019-02-16T04:00:00+01:00;184
2019-02-16T05:00:00+01:00;131
2019-02-16T05:00:00+01:00;131
2019-02-16T06:00:00+01:00;152
2019-02-16T06:00:00+01:00;152
2019-02-16T07:00:00+01:00;228
2019-02-16T07:00:00+01:00;228
2019-02-16T08:00:00+01:00;86
2019-02-16T08:00:00+01:00;86
2019-02-16T09:00:00+01:00;182
2019-02-16T09:00:00+01:00;182
2019-02-16T10:00:00+01:00;316
2019-02-16T10:00:00+01:00;316
2019-02-16T11:00:00+01:00;1057
2019-02-16T11:00:00+01:00;1057
2019-02-16T12:00:00+01:00;1343
2019-02-16T12:00:00+01:00;1343
2019-02-16T13:00:00+01:00;63
2019-02-16T13:00:00+01:00;63
2019-02-16T14:00:00+01:00;303
2019-02-16T14:00:00+01:00;303
2019-02-16T15:00:00+01:00;544
2019-02-16T15:00:00+01:00;544
2019-02-16T16:00:00+01:00;182
2019-02-16T16:00:00+01:00;182
2019-02-16T17:00:00+01:00;66
2019-02-16T17:00:00+01:00;66
2019-02-16T18:00:00+01:00;131
2019-02-16T18:00:00+01:00;131
2019-02-16T19:00:00+01:00;64
2019-02-16T19:00:00+01:00;64
2019-02-16T20:00:00+01:00;90
2019-02-16T20:00:00+01:00;90
2019-02-16T21:00:00+01:00;128
2019-02-16T21:00:00+01:00;128
2019-02-16T22:00:00+01:00;38
2019-02-16T22:00:00+01:00;38
2019-02-16T23:00:00+01:00;118
2019-02-16T23:00:00+01:00;118
2019-02-17T00:00:00+01:00;87
2019-02-17T00:00:00+01:00;87
2019-02-17T01:00:00+01:00;1375
2019-02-17T01:00:00+01:00;1375
2019-02-17T02:00:00+01:00;1551
2019-02-17T02:00:00+01:00;1551
2019-02-17T03:00:00+01:00;746
2019-02-17T03:00:00+01:00;746
2019-02-17T04:00:00+01:00;163
2019-02-17T04:00:00+01:00;163
2019-02-17T05:00:00+01:00;163
2019-02-17T05:00:00+01:00;163
2019-02-17T06:00:00+01:00;55
2019-02-17T06:00:00+01:00;55
2019-02-17T07:00:00+01:00;243
2019-02-17T07:00:00+01:00;243
2019-02-17T08:00:00+01:00;63
2019-02-17T08:00:00+01:00;63
2019-02-17T09:00:00+01:00;95
2019-02-17T09:00:00+01:00;95
2019-02-17T10:00:00+01:00;2379
2019-02-17T10:00:00+01:00;2379
2019-02-17T11:00:00+01:00;2094
2019-02-17T11:00:00+01:00;2094
2019-02-17T12:00:00+01:00;3396
2019-02-17T12:00:00+01:00;3396
2019-02-17T13:00:00+01:00;1918
2019-02-17T13:00:00+01:00;1918
2019-02-17T14:00:00+01:00;1040
2019-02-17T14:00:00+01:00;1040
2019-02-17T15:00:00+01:00;1588
2019-02-17T15:00:00+01:00;1588
2019-02-17T16:00:00+01:00;1026
2019-02-17T16:00:00+01:00;1026
2019-02-17T17:00:00+01:00;216
2019-02-17T17:00:00+01:00;216
2019-02-17T18:00:00+01:00;848
2019-02-17T18:00:00+01:00;848
2019-02-17T19:00:00+01:00;349
2019-02-17T19:00:00+01:00;349
2019-02-17T20:00:00+01:00;207
2019-02-17T20:00:00+01:00;207
2019-02-17T21:00:00+01:00;154
2019-02-17T21:00:00+01:00;154
2019-02-17T22:00:00+01:00;1009
2019-02-17T22:00:00+01:00;1009
2019-02-17T23:00:00+01:00;910
2019-02-17T23:00:00+01:00;910
2019-02-18T00:00:00+01:00;653
2019-02-18T00:00:00+01:00;653
2019-02-18T01:00:00+01:00;676
2019-02-18T01:00:00+01:00;676
2019-02-18T02:00:00+01:00;258
2019-02-18T02:00:00+01:00;258
2019-02-18T03:00:00+01:00;134
2019-02-18T03:00:00+01:00;134
2019-02-18T04:00:00+01:00;173
2019-02-18T04:00:00+01:00;173
2019-02-18T05:00:00+01:00;199
2019-02-18T05:00:00+01:00;199
2019-02-18T06:00:00+01:00;241
2019-02-18T06:00:00+01:00;241
2019-02-18T07:00:00+01:00;49
2019-02-18T07:00:00+01:00;49
2019-02-18T08:00:00+01:00;405
2019-02-18T08:00:00+01:00;405
2019-02-18T09:00:00+01:00;840
2019-02-18T09:00:00+01:00;840
2019-02-18T10:00:00+01:00;1253
2019-02-18T10:00:00+01:00;1253
2019-02-18T11:00:00+01:00;1010
2019-02-18T11:00:00+01:00;1010
2019-02-18T12:00:00+01:00;123
2019-02-18T12:00:00+01:00;123
2019-02-18T13:00:00+01:00;34
2019-02-18T13:00:00+01:00;34
2019-02-18T14:00:00+01:00;104
2019-02-18T14:00:00+01:00;104
2019-02-18T15:00:00+01:00;113
2019-02-18T15:00:00+01:00;113
2019-02-18T16:00:00+01:00;35
2019-02-18T16:00:00+01:00;35
2019-02-18T17:00:00+01:00;123
2019-02-18T17:00:00+01:00;123
2019-02-18T18:00:00+01:00;90
2019-02-18T18:00:00+01:00;90
2019-02-18T19:00:00+01:00;44
2019-02-18T19:00:00+01:00;44
2019-02-18T20:00:00+01:00;446
2019-02-18T20:00:00+01:00;446
2019-02-18T21:00:00+01:00;1722
2019-02-18T21:00:00+01:00;1722
2019-02-18T22:00:00+01:00;671
2019-02-18T22:00:00+01:00;671
2019-02-18T23:00:00+01:00;869
2019-02-18T23:00:00+01:00;869
2019-02-19T00:00:00+01:00;155
2019-02-19T00:00:00+01:00;155
2019-02-19T01:00:00+01:00;143
2019-02-19T01:00:00+01:00;143
2019-02-19T02:00:00+01:00;92
2019-02-19T02:00:00+01:00;92
2019-02-19T03:00:00+01:00;43
2019-02-19T03:00:00+01:00;43
2019-02-19T04:00:00+01:00;367
2019-02-19T04:00:00+01:00;367
2019-02-19T05:00:00+01:00;287
2019-02-19T05:00:00+01:00;287
2019-02-19T06:00:00+01:00;189
2019-02-19T06:00:00+01:00;189
2019-02-19T07:00:00+01:00;345
2019-02-19T07:00:00+01:00;345
2019-02-19T08:00:00+01:00;238
2019-02-19T08:00:00+01:00;238
2019-02-19T09:00:00+01:00;1013
2019-02-19T09:00:00+01:00;1013
2019-02-19T10:00:00+01:00;1337
2019-02-19T10:00:00+01:00;1337
2019-02-19T11:00:00+01:00;1056
2019-02-19T11:00:00+01:00;1056
2019-02-19T12:00:00+01:00;40
2019-02-19T12:00:00+01:00;40
2019-02-19T13:00:00+01:00;129
2019-02-19T13:00:00+01:00;129
2019-02-19T14:00:00+01:00;82
2019-02-19T14:00:00+01:00;82
2019-02-19T15:00:00+01:00;56
2019-02-19T15:00:00+01:00;56
2019-02-19T16:00:00+01:00;130
2019-02-19T16:00:00+01:00;130
2019-02-19T17:00:00+01:00;62
2019-02-19T17:00:00+01:00;62
2019-02-19T18:00:00+01:00;69
2019-02-19T18:00:00+01:00;69
2019-02-19T19:00:00+01:00;1090
2019-02-19T19:00:00+01:00;1090
2019-02-19T20:00:00+01:00;1193
2019-02-19T20:00:00+01:00;1193
2019-02-19T21:00:00+01:00;363
2019-02-19T21:00:00+01:00;363
2019-02-19T22:00:00+01:00;130
2019-02-19T22:00:00+01:00;130
2019-02-19T23:00:00+01:00;245
2019-02-19T23:00:00+01:00;245
2019-02-20T00:00:00+01:00;1252
2019-02-20T00:00:00+01:00;1252
2019-02-20T01:00:00+01:00;532
2019-02-20T01:00:00+01:00;532
2019-02-20T02:00:00+01:00;233
2019-02-20T02:00:00+01:00;233
2019-02-20T03:00:00+01:00;42
2019-02-20T03:00:00+01:00;42
2019-02-20T04:00:00+01:00;123
2019-02-20T04:00:00+01:00;123
2019-02-20T05:00:00+01:00;217
2019-02-20T05:00:00+01:00;217
2019-02-20T06:00:00+01:00;34
2019-02-20T06:00:00+01:00;34
2019-02-20T07:00:00+01:00;322
2019-02-20T07:00:00+01:00;322
2019-02-20T08:00:00+01:00;469
2019-02-20T08:00:00+01:00;469
2019-02-20T09:00:00+01:00;1006
2019-02-20T09:00:00+01:00;1006
2019-02-20T10:00:00+01:00;127
2019-02-20T10:00:00+01:00;127
2019-02-20T11:00:00+01:00;45
2019-02-20T11:00:00+01:00;45
2019-02-20T12:00:00+01:00;94
2019-02-20T12:00:00+01:00;94
2019-02-20T13:00:00+01:00;105
2019-02-20T13:00:00+01:00;105
2019-02-20T14:00:00+01:00;33
2019-02-20T14:00:00+01:00;33
2019-02-20T15:00:00+01:00;130
2019-02-20T15:00:00+01:00;130
2019-02-20T16:00:00+01:00;73
2019-02-20T16:00:00+01:00;73
2019-02-20T17:00:00+01:00;69
2019-02-20T17:00:00+01:00;69
2019-02-20T18:00:00+01:00;127
2019-02-20T18:00:00+01:00;127
2019-02-20T19:00:00+01:00;35
2019-02-20T19:00:00+01:00;35
2019-02-20T20:00:00+01:00;202
2019-02-20T20:00:00+01:00;202
2019-02-20T21:00:00+01:00;264
2019-02-20T21:00:00+01:00;264
2019-02-20T22:00:00+01:00;764
2019-02-20T22:00:00+01:00;764
2019-02-20T23:00:00+01:00;365
2019-02-20T23:00:00+01:00;365
2019-02-21T00:00:00+01:00;652
2019-02-21T00:00:00+01:00;652
2019-02-21T01:00:00+01:00;167
2019-02-21T01:00:00+01:00;167
2019-02-21T02:00:00+01:00;129
2019-02-21T02:00:00+01:00;129
2019-02-21T03:00:00+01:00;217
2019-02-21T03:00:00+01:00;217
2019-02-21T04:00:00+01:00;36
2019-02-21T04:00:00+01:00;36
2019-02-21T05:00:00+01:00;232
2019-02-21T05:00:00+01:00;232
2019-02-21T06:00:00+01:00;88
2019-02-21T06:00:00+01:00;88
2019-02-21T07:00:00+01:00;59
2019-02-21T07:00:00+01:00;59
2019-02-21T08:00:00+01:00;656
2019-02-21T08:00:00+01:00;656
2019-02-21T09:00:00+01:00;1241
2019-02-21T09:00:00+01:00;1241
2019-02-21T10:00:00+01:00;1288
2019-02-21T10:00:00+01:00;1288
2019-02-21T11:00:00+01:00;781
2019-02-21T11:00:00+01:00;781
2019-02-21T12:00:00+01:00;35
2019-02-21T12:00:00+01:00;35
2019-02-21T13:00:00+01:00;119
2019-02-21T13:00:00+01:00;119
2019-02-21T14:00:00+01:00;76
2019-02-21T14:00:00+01:00;76
2019-02-21T15:00:00+01:00;75
2019-02-21T15:00:00+01:00;75
2019-02-21T16:00:00+01:00;122
2019-02-21T16:00:00+01:00;122
2019-02-21T17:00:00+01:00;34
2019-02-21T17:00:00+01:00;34
2019-02-21T18:00:00+01:00;118
2019-02-21T18:00:00+01:00;118
2019-02-21T19:00:00+01:00;87
2019-02-21T19:00:00+01:00;87
2019-02-21T20:00:00+01:00;277
2019-02-21T20:00:00+01:00;277
2019-02-21T21:00:00+01:00;121
2019-02-21T21:00:00+01:00;121
2019-02-21T22:00:00+01:00;33
2019-02-21T22:00:00+01:00;33
2019-02-21T23:00:00+01:00;567
2019-02-21T23:00:00+01:00;567
2019-02-22T00:00:00+01:00;1810
2019-02-22T00:00:00+01:00;1810
2019-02-22T01:00:00+01:00;1660
2019-02-22T01:00:00+01:00;1660
2019-02-22T02:00:00+01:00;1160
2019-02-22T02:00:00+01:00;1160
2019-02-22T03:00:00+01:00;62
2019-02-22T03:00:00+01:00;62
2019-02-22T04:00:00+01:00;92
2019-02-22T04:00:00+01:00;92
2019-02-22T05:00:00+01:00;115
2019-02-22T05:00:00+01:00;115
2019-02-22T06:00:00+01:00;34
2019-02-22T06:00:00+01:00;34
2019-02-22T07:00:00+01:00;126
2019-02-22T07:00:00+01:00;126
2019-02-22T08:00:00+01:00;431
2019-02-22T08:00:00+01:00;431
2019-02-22T09:00:00+01:00;1811
2019-02-22T09:00:00+01:00;1811
2019-02-22T10:00:00+01:00;1362
2019-02-22T10:00:00+01:00;1362
2019-02-22T11:00:00+01:00;735
2019-02-22T11:00:00+01:00;735
2019-02-22T12:00:00+01:00;129
2019-02-22T12:00:00+01:00;129
2019-02-22T13:00:00+01:00;74
2019-02-22T13:00:00+01:00;74
2019-02-22T14:00:00+01:00;63
2019-02-22T14:00:00+01:00;63
2019-02-22T15:00:00+01:00;430
2019-02-22T15:00:00+01:00;430
2019-02-22T16:00:00+01:00;1119
2019-02-22T16:00:00+01:00;1119
2019-02-22T17:00:00+01:00;1390
2019-02-22T17:00:00+01:00;1390
2019-02-22T18:00:00+01:00;331
2019-02-22T18:00:00+01:00;331
2019-02-22T19:00:00+01:00;33
2019-02-22T19:00:00+01:00;33
2019-02-22T20:00:00+01:00;180
2019-02-22T20:00:00+01:00;180
2019-02-22T21:00:00+01:00;736
2019-02-22T21:00:00+01:00;736
2019-02-22T22:00:00+01:00;1150
2019-02-22T22:00:00+01:00;1150
2019-02-22T23:00:00+01:00;142
2019-02-22T23:00:00+01:00;142
2019-02-23T00:00:00+01:00;83
2019-02-23T00:00:00+01:00;83
2019-02-23T01:00:00+01:00;78
2019-02-23T01:00:00+01:00;78
2019-02-23T02:00:00+01:00;303
2019-02-23T02:00:00+01:00;303
2019-02-23T03:00:00+01:00;290
2019-02-23T03:00:00+01:00;290
2019-02-23T04:00:00+01:00;193
2019-02-23T04:00:00+01:00;193
2019-02-23T05:00:00+01:00;169
2019-02-23T05:00:00+01:00;169
2019-02-23T06:00:00+01:00;127
2019-02-23T06:00:00+01:00;127
2019-02-23T07:00:00+01:00;214
2019-02-23T07:00:00+01:00;214
2019-02-23T08:00:00+01:00;433
2019-02-23T08:00:00+01:00;433
2019-02-23T09:00:00+01:00;1403
2019-02-23T09:00:00+01:00;1403
2019-02-23T10:00:00+01:00;1360
2019-02-23T10:00:00+01:00;1360
2019-02-23T11:00:00+01:00;300
2019-02-23T11:00:00+01:00;300
2019-02-23T12:00:00+01:00;74
2019-02-23T12:00:00+01:00;74
2019-02-23T13:00:00+01:00;126
2019-02-23T13:00:00+01:00;126
2019-02-23T14:00:00+01:00;40
2019-02-23T14:00:00+01:00;40
2019-02-23T15:00:00+01:00;113
2019-02-23T15:00:00+01:00;113
2019-02-23T16:00:00+01:00;82
2019-02-23T16:00:00+01:00;82
2019-02-23T17:00:00+01:00;72
2019-02-23T17:00:00+01:00;72
2019-02-23T18:00:00+01:00;125
2019-02-23T18:00:00+01:00;125
2019-02-23T19:00:00+01:00;35
2019-02-23T19:00:00+01:00;35
2019-02-23T20:00:00+01:00;121
2019-02-23T20:00:00+01:00;121
2019-02-23T21:00:00+01:00;79
2019-02-23T21:00:00+01:00;79
2019-02-23T22:00:00+01:00;74
2019-02-23T22:00:00+01:00;74
2019-02-23T23:00:00+01:00;126
2019-02-23T23:00:00+01:00;126
2019-02-24T00:00:00+01:00;34
2019-02-24T00:00:00+01:00;34
2019-02-24T01:00:00+01:00;223
2019-02-24T01:00:00+01:00;223
2019-02-24T02:00:00+01:00;88
2019-02-24T02:00:00+01:00;88
2019-02-24T03:00:00+01:00;58
2019-02-24T03:00:00+01:00;58
2019-02-24T04:00:00+01:00;129
2019-02-24T04:00:00+01:00;129
2019-02-24T05:00:00+01:00;213
2019-02-24T05:00:00+01:00;213
2019-02-24T06:00:00+01:00;107
2019-02-24T06:00:00+01:00;107
2019-02-24T07:00:00+01:00;89
2019-02-24T07:00:00+01:00;89
2019-02-24T08:00:00+01:00;57
2019-02-24T08:00:00+01:00;57
2019-02-24T09:00:00+01:00;128
2019-02-24T09:00:00+01:00;128
2019-02-24T10:00:00+01:00;174
2019-02-24T10:00:00+01:00;174
2019-02-24T11:00:00+01:00;103
